Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Energy_Category,Aspect_Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category
Dr Sophie Scamps MP,@SophieScamps,,775,1.7K,346.0,37K,https://x.com/SophieScamps/status/1803541228967096353,https://x.com/SophieScamps,"This from AGL boss (AGL owns Loy Yang)

“As the owner of these sites, nuclear energy is not a part of these plans. There is no viable road map for the development of nuclear energy in Australia -the cost, build time & public opinion are all prohibitive”",Jun 20,2024-06-19T21:31:51.000Z,"This from AGL boss (AGL owns Loy Yang)

“As the owner of these sites, nuclear energy is not a part of these plans. There is no viable road map for the development of nuclear energy in Australia -the cost, build time & public opinion are all prohibitive”",Nuclear Energy,Technology,agl bos agl owns loy yang owner site nuclear energy part plan viable road map development nuclear energy australia cost build time public opinion prohibitive,1700.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
pv magazine Australia,@pvmagazineoz,https://pbs.twimg.com/media/FvUZvFRaQAEIumU?format=jpg&name=small,1,,,94,https://x.com/pvmagazineoz/status/1654256736604413954,https://x.com/pvmagazineoz,"Australia edged by China with cost of capital for utility scale PV: The International Renewable Energy Agency has released new data on the cost of capital for solar PV, onshore and offshore wind in the period between 2020… #renewables #solar #technology http://dlvr.it/SnY3M2","May 5, 2023",2023-05-04T22:48:35.000Z,"Australia edged by China with cost of capital for utility scale PV: The International Renewable Energy Agency has released new data on the cost of capital for solar PV, onshore and offshore wind in the period between 2020… #renewables #solar #technology http://dlvr.it/SnY3M2",Other,Investment,australia edged china cost capital utility scale pv international renewable energy agency released new data cost capital solar pv onshore offshore wind period renewables solar technology httpdlvritsnym,,0.06818181818181818,3.14,Neutral,2,Negative,Negative
Prof. Peter Doherty,@ProfPCDoherty,,11,25,1.0,4.9K,https://x.com/ProfPCDoherty/status/1746341141379994001,https://x.com/ProfPCDoherty,A  'red-yellow-green traffic-light system of regional biodiversity planning' would surely facilitate renewable implementation? Australia’s renewable energy goals can’t come at the cost of biodiversity – we need a strategic approach | Hugh Possingham,Jan 14,2024-01-14T01:19:08.000Z,A  'red-yellow-green traffic-light system of regional biodiversity planning' would surely facilitate renewable implementation? Australia’s renewable energy goals can’t come at the cost of biodiversity – we need a strategic approach | Hugh Possingham,Other,Cost,redyellowgreen trafficlight system regional biodiversity planning would surely facilitate renewable implementation australia renewable energy goal cant come cost biodiversity need strategic approach hugh possingham,25.0,0.5,4.0,Positive,3,Neutral,Neutral
Richard Ings : Renewable Energy Beneficiary,@ringsau,"https://pbs.twimg.com/media/GEzlHAYaMAA7p3J?format=jpg&name=small, https://pbs.twimg.com/media/GEzlHAYaMAA7p3J?format=jpg&name=small",,,,624,https://x.com/ringsau/status/1751026511308784045,https://x.com/ringsau,"Australia Day was another great day for energy use with @AmberElectricAU 

We imported 26kWh from the grid paying 11c/kWh

We exported 14.87kWh to the grid at a FiT of 34c/kWh

Total cost for the day?

A credit of $2.11

Thanks renewables!",Jan 27,2024-01-26T23:37:07.000Z,"Australia Day was another great day for energy use with @AmberElectricAU

We imported 26kWh from the grid paying 11c/kWh

We exported 14.87kWh to the grid at a FiT of 34c/kWh

Total cost for the day?

A credit of $2.11

Thanks renewables!",Other,Cost,australia day another great day energy use amberelectricau imported kwh grid paying ckwh exported kwh grid fit ckwh total cost day credit thanks renewables,,0.36250000000000004,3.73,Neutral,1,Very Negative,Very Negative
Hydrogen Renewable Energy Australia (HYREA),@HYREA4,,1,2,,108,https://x.com/HYREA4/status/1661175165852549120,https://x.com/HYREA4,"We are proud to announce that HYREA is one of the recepients of the Renewable Energy Innovation Fund Grant, awarded by the ACT Government. It will allow us to build a small-scale demonstrator of our technology.","May 24, 2023",2023-05-24T00:59:57.000Z,"We are proud to announce that HYREA is one of the recepients of the Renewable Energy Innovation Fund Grant, awarded by the ACT Government. It will allow us to build a small-scale demonstrator of our technology.",Other,Policy,proud announce hyrea one recepients renewable energy innovation fund grant awarded act government allow u build smallscale demonstrator technology,2.0,0.8,4.6,Very Positive,5,Very Positive,Very Positive
Jenny Frecklington-Jones #EndTheGENOCIDE,@JonesHowdareyou,,2,12,,737,https://x.com/JonesHowdareyou/status/1746088879017594975,https://x.com/JonesHowdareyou,"Noting that if we do not put an end to the fossil fuel industry in our immediate future, all will be lost but please—do go on ... 

""Australia’s renewable energy goals can’t come at the cost of biodiversity—we need a strategic approach | Hugh Possingham""",Jan 13,2024-01-13T08:36:44.000Z,"Noting that if we do not put an end to the fossil fuel industry in our immediate future, all will be lost but please—do go on ...

""Australia’s renewable energy goals can’t come at the cost of biodiversity—we need a strategic approach | Hugh Possingham""",Other,Cost,noting put end fossil fuel industry immediate future lost pleasedo go australia renewable energy goal cant come cost biodiversitywe need strategic approach hugh possingham,12.0,0.0,3.0,Neutral,3,Neutral,Neutral
The Spectator Australia,@SpectatorOz,"https://pbs.twimg.com/media/GFHXnN6agAA1k0q?format=jpg&name=small, https://pbs.twimg.com/media/GFHXnN6agAA1k0q?format=jpg&name=small",2,3,,693,https://x.com/SpectatorOz/status/1752418805786214551,https://x.com/SpectatorOz,"Dark doldrums in renewable energy | The dangrous lies behind net zero

Western elites need to be more honest and forthright about the cost  of net zero. There’s a reason that only three per cent of the world’s  energy comes from renewables. Dunkelflaute indeed.",Jan 31,2024-01-30T19:49:36.000Z,"Dark doldrums in renewable energy | The dangrous lies behind net zero

Western elites need to be more honest and forthright about the cost  of net zero. There’s a reason that only three per cent of the world’s  energy comes from renewables. Dunkelflaute indeed.",Other,Cost,dark doldrums renewable energy dangrous lie behind net zero western elite need honest forthright cost net zero there reason three per cent world energy come renewables dunkelflaute indeed,3.0,0.06874999999999999,3.14,Neutral,1,Very Negative,Very Negative
pv magazine Australia,@pvmagazineoz,https://pbs.twimg.com/media/F1YCXaKaQAAdN5K?format=jpg&name=small,1,1,,111,https://x.com/pvmagazineoz/status/1681534113466183685,https://x.com/pvmagazineoz,ARENA pushes for step change in solar cost and efficiency: The Australian Renewable Energy Agency says solar technology is mature enough and sufficiently cost effective to meet Australia’s 2030 renewables goals but a step… #renewables #solar #technology http://dlvr.it/SsP7NP,"Jul 19, 2023",2023-07-19T05:19:08.000Z,ARENA pushes for step change in solar cost and efficiency: The Australian Renewable Energy Agency says solar technology is mature enough and sufficiently cost effective to meet Australia’s 2030 renewables goals but a step… #renewables #solar #technology http://dlvr.it/SsP7NP,Other,Technology,arena push step change solar cost efficiency australian renewable energy agency say solar technology mature enough sufficiently cost effective meet australia renewables goal step renewables solar technology httpdlvritsspnp,1.0,0.175,3.35,Neutral,4,Positive,Positive
Energy Networks Australia,@EnergyNetworkAu,,,1,,163,https://x.com/EnergyNetworkAu/status/1702158091561676875,https://x.com/EnergyNetworkAu,"An update to the Gas Vision 2050 innovation brochure highlights progress in research, feasibility studies, renewable gas blending and the demonstration of hydrogen appliances. Let’s take a look.","Sep 14, 2023",2023-09-14T03:11:28.000Z,"An update to the Gas Vision 2050 innovation brochure highlights progress in research, feasibility studies, renewable gas blending and the demonstration of hydrogen appliances. Let’s take a look.",Other,Technology,update gas vision innovation brochure highlight progress research feasibility study renewable gas blending demonstration hydrogen appliance let take look,1.0,0.0,3.0,Neutral,4,Positive,Positive
Mums4Refugees,@Mums4Refugees,,1,1,,85,https://x.com/Mums4Refugees/status/1805162713858883702,https://x.com/Mums4Refugees,Peter Dutton's nuclear policy would supply only 3.7% of Australia's energy needs but would cost more than Labor's 100% Renewable energy policy,Jun 24,2024-06-24T08:55:03.000Z,Peter Dutton's nuclear policy would supply only 3.7% of Australia's energy needs but would cost more than Labor's 100% Renewable energy policy,Nuclear Energy,Policy,peter duttons nuclear policy would supply australia energy need would cost labor renewable energy policy,1.0,0.25,3.5,Neutral,3,Neutral,Neutral
pv magazine Australia,@pvmagazineoz,"https://pbs.twimg.com/media/F1YCXaKaQAAdN5K?format=jpg&name=small, https://pbs.twimg.com/media/F1YCXaKaQAAdN5K?format=jpg&name=small",1,1,,111,https://x.com/pvmagazineoz/status/1681534113466183685,https://x.com/pvmagazineoz,ARENA pushes for step change in solar cost and efficiency: The Australian Renewable Energy Agency says solar technology is mature enough and sufficiently cost effective to meet Australia’s 2030 renewables goals but a step… #renewables #solar #technology http://dlvr.it/SsP7NP,"Jul 19, 2023",2023-07-19T05:19:08.000Z,ARENA pushes for step change in solar cost and efficiency: The Australian Renewable Energy Agency says solar technology is mature enough and sufficiently cost effective to meet Australia’s 2030 renewables goals but a step… #renewables #solar #technology http://dlvr.it/SsP7NP,Other,Technology,arena push step change solar cost efficiency australian renewable energy agency say solar technology mature enough sufficiently cost effective meet australia renewables goal step renewables solar technology httpdlvritsspnp,1.0,0.175,3.35,Neutral,4,Positive,Positive
Energy Networks Australia,@EnergyNetworkAu,,,1,,163,https://x.com/EnergyNetworkAu/status/1702158091561676875,https://x.com/EnergyNetworkAu,"An update to the Gas Vision 2050 innovation brochure highlights progress in research, feasibility studies, renewable gas blending and the demonstration of hydrogen appliances. Let’s take a look.","Sep 14, 2023",2023-09-14T03:11:28.000Z,"An update to the Gas Vision 2050 innovation brochure highlights progress in research, feasibility studies, renewable gas blending and the demonstration of hydrogen appliances. Let’s take a look.",Other,Technology,update gas vision innovation brochure highlight progress research feasibility study renewable gas blending demonstration hydrogen appliance let take look,1.0,0.0,3.0,Neutral,4,Positive,Positive
Mums4Refugees,@Mums4Refugees,,1,1,,85,https://x.com/Mums4Refugees/status/1805162713858883702,https://x.com/Mums4Refugees,Peter Dutton's nuclear policy would supply only 3.7% of Australia's energy needs but would cost more than Labor's 100% Renewable energy policy,Jun 24,2024-06-24T08:55:03.000Z,Peter Dutton's nuclear policy would supply only 3.7% of Australia's energy needs but would cost more than Labor's 100% Renewable energy policy,Nuclear Energy,Policy,peter duttons nuclear policy would supply australia energy need would cost labor renewable energy policy,1.0,0.25,3.5,Neutral,3,Neutral,Neutral
Rainforest Reserves Australia,@RainforestsAus,,13,30,1.0,453,https://x.com/RainforestsAus/status/1745676108073517252,https://x.com/RainforestsAus,"""Moves to protect biodiversity almost always help slow climate breakdown and allow for adaptation to inevitable changes, but renewable energy developments are fast becoming the exception."" - Hugh Possingham",Jan 12,2024-01-12T05:16:31.000Z,"""Moves to protect biodiversity almost always help slow climate breakdown and allow for adaptation to inevitable changes, but renewable energy developments are fast becoming the exception."" - Hugh Possingham",Other,Environment,move protect biodiversity almost always help slow climate breakdown allow adaptation inevitable change renewable energy development fast becoming exception hugh possingham,30.0,0.0875,3.17,Neutral,4,Positive,Positive
